event,latency
user_msg_12,0.00041179999243468046
user_msg_13,0.0006121000042185187
user_msg_14,0.0006494999979622662
user_msg_15,0.000429099949542433
user_msg_16,0.0004765000194311142
user_msg_17,0.0005622999742627144
user_msg_18,0.0006977000157348812
user_msg_19,0.0005262000486254692
user_msg_20,0.0007551999879069626
user_msg_21,0.0008494000067003071
user_msg_22,0.0004409999819472432
user_msg_23,0.0004225000157020986
user_msg_24,0.0007143999682739377
user_msg_25,0.0005838999641127884
user_msg_26,0.0006348000024445355
user_msg_27,0.0004157000221312046
user_msg_28,0.00044430000707507133
user_msg_29,0.0007343000033870339
start_session,0.0037189999711699784
user_msg_0,0.0014176999684423208
user_msg_1,0.00020820001373067498
user_msg_2,0.0005537999677471817
user_msg_3,0.0004561000387184322
user_msg_4,0.0002466000150889158
user_msg_5,0.0006139000179246068
user_msg_6,0.0007900000200606883
user_msg_7,0.0005724999937228858
user_msg_8,0.0005629999795928597
user_msg_9,0.00046640000073239207
user_msg_10,0.0006539999740198255
user_msg_11,0.0001876000314950943
user_msg_12,0.000707699975464493
user_msg_13,0.00041149999015033245
user_msg_14,0.0007104999967850745
user_msg_15,0.0005843000253662467
user_msg_16,0.000853499979712069
user_msg_17,0.00041369994869455695
user_msg_18,0.0004859999753534794
user_msg_19,0.0004354999982751906
user_msg_20,0.0009623000514693558
user_msg_21,0.0004187000449746847
user_msg_22,0.00042799999937415123
user_msg_23,0.0006460999720729887
user_msg_24,0.0007063999655656517
user_msg_25,0.0005611000233329833
user_msg_26,0.00042719999328255653
user_msg_27,0.000501600035931915
user_msg_28,0.0006581000052392483
user_msg_29,0.0005722999921999872
